eventID,occurenceID,associatedSequences,basisOfRecord,preparations,organismQuantity,organismQuantityType,identificationRemarks,taxonConceptID,nameAccordingTo,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank
Jaedraas-E,ERS3508482-ASV_000131,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000131,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000134,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1556760.08FU,http://dx.doi.org/10.15156/BIO/SH1556760.08FU,ASV_000134,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,finlayi,UNRANKED
Jaedraas-E,ERS3508482-ASV_000135,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000135,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000136,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000136,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000133,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000133,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000137,,MATERIAL_SAMPLE,DNA extract,4,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000137,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000140,,MATERIAL_SAMPLE,DNA extract,63,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1571571.08FU,http://dx.doi.org/10.15156/BIO/SH1571571.08FU,ASV_000140,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Tylospora,fibrillosa,UNRANKED
Jaedraas-E,ERS3508482-ASV_000139,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000139,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000138,,MATERIAL_SAMPLE,DNA extract,24,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000138,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000145,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000145,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000143,,MATERIAL_SAMPLE,DNA extract,12,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000143,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000144,,MATERIAL_SAMPLE,DNA extract,13,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1571571.08FU,http://dx.doi.org/10.15156/BIO/SH1571571.08FU,ASV_000144,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Tylospora,fibrillosa,UNRANKED
Jaedraas-E,ERS3508482-ASV_000141,,MATERIAL_SAMPLE,DNA extract,3,DNA sequence reads,SINTAX confidence 1.00 to class level for ITS2 sequence,,,ASV_000141,Fungi,Ascomycota,Leotiomycetes,,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000146,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000146,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Meliniomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000147,,MATERIAL_SAMPLE,DNA extract,75,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000147,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000149,,MATERIAL_SAMPLE,DNA extract,3,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000149,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000150,,MATERIAL_SAMPLE,DNA extract,6,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000150,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000148,,MATERIAL_SAMPLE,DNA extract,48,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000148,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000151,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1577956.08FU,http://dx.doi.org/10.15156/BIO/SH1577956.08FU,ASV_000151,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,caprimulgi,UNRANKED
Jaedraas-E,ERS3508482-ASV_000155,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000155,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000153,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000153,Fungi,Ascomycota,Xylonomycetes,GS34,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000142,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH2189985.08FU,http://dx.doi.org/10.15156/BIO/SH2189985.08FU,ASV_000142,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,odoratum,UNRANKED
Jaedraas-E,ERS3508482-ASV_000154,,MATERIAL_SAMPLE,DNA extract,13,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000154,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000152,,MATERIAL_SAMPLE,DNA extract,67,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1545319.08FU,http://dx.doi.org/10.15156/BIO/SH1545319.08FU,ASV_000152,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,lux-nymphae,UNRANKED
Jaedraas-E,ERS3508482-ASV_000156,,MATERIAL_SAMPLE,DNA extract,9,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000156,Fungi,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000157,,MATERIAL_SAMPLE,DNA extract,4,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000157,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000158,,MATERIAL_SAMPLE,DNA extract,18,DNA sequence reads,,,,ASV_000158,,,,,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000160,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000160,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000159,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000159,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000163,,MATERIAL_SAMPLE,DNA extract,6,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000163,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000161,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000161,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000167,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to kingdom level for ITS2 sequence,,,ASV_000167,Fungi,,,,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000165,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1644964.08FU,http://dx.doi.org/10.15156/BIO/SH1644964.08FU,ASV_000165,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,pinophilus,UNRANKED
Jaedraas-E,ERS3508482-ASV_000162,,MATERIAL_SAMPLE,DNA extract,51,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000162,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000164,,MATERIAL_SAMPLE,DNA extract,38,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000164,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000166,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000166,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000169,,MATERIAL_SAMPLE,DNA extract,32,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1608141.08FU,http://dx.doi.org/10.15156/BIO/SH1608141.08FU,ASV_000169,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,macrocystis,UNRANKED
Jaedraas-E,ERS3508482-ASV_000170,,MATERIAL_SAMPLE,DNA extract,14,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000170,Fungi,Basidiomycota,GS25,GS25,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000168,,MATERIAL_SAMPLE,DNA extract,63,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1519108.08FU,http://dx.doi.org/10.15156/BIO/SH1519108.08FU,ASV_000168,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,mammosus,UNRANKED
Jaedraas-E,ERS3508482-ASV_000172,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000172,Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000176,,MATERIAL_SAMPLE,DNA extract,48,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000176,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000171,,MATERIAL_SAMPLE,DNA extract,45,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000171,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000173,,MATERIAL_SAMPLE,DNA extract,3,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000173,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000175,,MATERIAL_SAMPLE,DNA extract,45,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1629831.08FU,http://dx.doi.org/10.15156/BIO/SH1629831.08FU,ASV_000175,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,pulchella,UNRANKED
Jaedraas-E,ERS3508482-ASV_000177,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000177,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000174,,MATERIAL_SAMPLE,DNA extract,8,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000174,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000178,,MATERIAL_SAMPLE,DNA extract,6,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000178,Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000181,,MATERIAL_SAMPLE,DNA extract,51,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000181,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000182,,MATERIAL_SAMPLE,DNA extract,51,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000182,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000184,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,SINTAX confidence 0.99 to order level for ITS2 sequence,,,ASV_000184,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000180,,MATERIAL_SAMPLE,DNA extract,10,DNA sequence reads,SINTAX confidence 1.00 to phylum level for ITS2 sequence,,,ASV_000180,Fungi,Ascomycota,,,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000179,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000179,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000183,,MATERIAL_SAMPLE,DNA extract,5,DNA sequence reads,SINTAX confidence 0.98 to species level for ITS2 sequence,SH1564463.08FU,http://dx.doi.org/10.15156/BIO/SH1564463.08FU,ASV_000183,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,echinulatum,UNRANKED
Jaedraas-E,ERS3508482-ASV_000188,,MATERIAL_SAMPLE,DNA extract,48,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000188,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000185,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000185,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000186,,MATERIAL_SAMPLE,DNA extract,22,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000186,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000187,,MATERIAL_SAMPLE,DNA extract,5,DNA sequence reads,SINTAX confidence 1.00 to class level for ITS2 sequence,,,ASV_000187,Fungi,Ascomycota,Leotiomycetes,,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000190,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000190,Fungi,Basidiomycota,Tritirachiomycetes,Tritirachiales,Tritirachiaceae,Paratritirachium,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000191,,MATERIAL_SAMPLE,DNA extract,3,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000191,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000192,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000192,Fungi,Ascomycota,Xylonomycetes,GS34,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000195,,MATERIAL_SAMPLE,DNA extract,6,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000195,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000194,,MATERIAL_SAMPLE,DNA extract,3,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000194,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Colpoma,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000193,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000193,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000189,,MATERIAL_SAMPLE,DNA extract,6,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1163465.08FU,http://dx.doi.org/10.15156/BIO/SH1163465.08FU,ASV_000189,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,diversispora,UNRANKED
Jaedraas-E,ERS3508482-ASV_000197,,MATERIAL_SAMPLE,DNA extract,3,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000197,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000196,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,SINTAX confidence 1.00 to kingdom level for ITS2 sequence,,,ASV_000196,Fungi,,,,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000198,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000198,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000200,,MATERIAL_SAMPLE,DNA extract,28,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000200,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000199,,MATERIAL_SAMPLE,DNA extract,33,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000199,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000203,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1542508.08FU,http://dx.doi.org/10.15156/BIO/SH1542508.08FU,ASV_000203,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelopsis,lembospora,UNRANKED
Jaedraas-E,ERS3508482-ASV_000204,,MATERIAL_SAMPLE,DNA extract,5,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000204,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000201,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000201,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000209,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to kingdom level for ITS2 sequence,,,ASV_000209,Fungi,,,,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000208,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000208,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000202,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1545254.08FU,http://dx.doi.org/10.15156/BIO/SH1545254.08FU,ASV_000202,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,suberi,UNRANKED
Jaedraas-E,ERS3508482-ASV_000210,,MATERIAL_SAMPLE,DNA extract,4,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000210,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000207,,MATERIAL_SAMPLE,DNA extract,8,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000207,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leptodontidium,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000206,,MATERIAL_SAMPLE,DNA extract,15,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000206,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000211,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000211,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000214,,MATERIAL_SAMPLE,DNA extract,20,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000214,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000212,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000212,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000213,,MATERIAL_SAMPLE,DNA extract,10,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000213,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000218,,MATERIAL_SAMPLE,DNA extract,31,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000218,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytriomycetaceae,Rhizidium,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000215,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1510339.08FU,http://dx.doi.org/10.15156/BIO/SH1510339.08FU,ASV_000215,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Gomphidius,roseus,UNRANKED
Jaedraas-E,ERS3508482-ASV_000220,,MATERIAL_SAMPLE,DNA extract,32,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000220,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000216,,MATERIAL_SAMPLE,DNA extract,4,DNA sequence reads,SINTAX confidence 1.00 to class level for ITS2 sequence,,,ASV_000216,Fungi,Ascomycota,Leotiomycetes,,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000219,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000219,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000217,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000217,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000221,,MATERIAL_SAMPLE,DNA extract,9,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000221,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000225,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 0.98 to genus level for ITS2 sequence,,,ASV_000225,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000223,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000223,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000228,,MATERIAL_SAMPLE,DNA extract,26,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000228,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000229,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to phylum level for ITS2 sequence,,,ASV_000229,Fungi,Rozellomycota,,,,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000224,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000224,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,,,UNRANKED
Jaedraas-E,ERS3508482-ASV_000227,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1646390.08FU,http://dx.doi.org/10.15156/BIO/SH1646390.08FU,ASV_000227,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Botryobasidium,obtusisporum,UNRANKED
Jaedraas-E,ERS3508482-ASV_000226,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000226,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
